df,sf
sf,er
er,af
af,sd
sd,fd
fd,ad
ad,as
as,fs
fs,re
re,fa
fa,ds
ds,ef
ef,we
we,da
da,wr
wr,sa
sa,dv
dv,ar
ar,se
se,wf
wf,ed
ed,fe
fe,dr
dr,wd
wd,fr
fr,de
de,vf
vf,fv
fv,ew
ew,qe
ss,rr
rr,ee
ee,vv
rr,aa
ss,vv
vv,aa
aa,ww
ff,aa
sf,df
er,sf
af,er
sd,af
fd,sd
ad,fd
as,ad
fs,as
re,fs
fa,re
ds,fa
ef,ds
we,ef
da,we
wr,da
sa,wr
dv,sa
ar,dv
se,ar
wf,se
ed,wf
fe,ed
dr,fe
wd,dr
fr,wd
de,fr
vf,de
fv,vf
ew,fv
qe,ew
rr,ss
ee,rr
vv,ee
aa,rr
vv,ss
aa,vv
ww,aa
aa,ff
