qq,aa
qq,zz
qq,xx
qq,cc
ww,ee
ww,rr
ww,aa
ww,ss
ww,zz
ww,xx
ww,cc
ww,vv
ee,rr
ee,ss
ee,dd
ee,ff
ee,vv
rr,ss
rr,dd
rr,ff
rr,vv
aa,ff
aa,zz
aa,xx
aa,cc
ss,xx
ss,cc
ss,vv
dd,ff
dd,vv
ff,vv
zz,xx
zz,cc
xx,cc
aa,qq
zz,qq
xx,qq
cc,qq
ee,ww
rr,ww
aa,ww
ss,ww
zz,ww
xx,ww
cc,ww
vv,ww
rr,ee
ss,ee
dd,ee
ff,ee
vv,ee
ss,rr
dd,rr
ff,rr
vv,rr
ff,aa
zz,aa
xx,aa
cc,aa
xx,ss
cc,ss
vv,ss
ff,dd
vv,dd
vv,ff
xx,zz
cc,zz
cc,xx
