bigram,totalCount,errorCount,error_types,timeSamples,totalTime,errorRate,avgTime,medianTime,timeMAD,errorMAD,most_common_mistype,most_common_mistype_count
fd,670,2,"defaultdict(<class 'int'>, {'c': 2, 'v': 2})","[np.float64(181.70000000000073), np.float64(116.39999999999782), np.float64(162.19999999998254), np.float64(96.39999999999418), np.float64(131.19999999998254), np.float64(90.20000000001164), np.float64(336.0999999999767), np.float64(67.69999999995343), np.float64(189.89999999990687), np.float64(176.3000000002794), np.float64(260.29999999998836), np.float64(65.4000000001397), np.float64(79.20000000018626), np.float64(97.5), np.float64(80.30000000004657), np.float64(221.10000000009313), np.float64(188.80000000004657), np.float64(259.0999999998603), np.float64(105.10000000000582), np.float64(477.6000000000349), np.float64(121.29999999998836), np.float64(160.19999999995343), np.float64(137.09999999997672), np.float64(102.70000000001164), np.float64(118.0), np.float64(538.8999999999069), np.float64(746.3000000000466), np.float64(142.80000000001746), np.float64(196.30000000001746), np.float64(64.0), np.float64(69.0), np.float64(66.0), np.float64(92.79999999998836), np.float64(59.90000000002328), np.float64(98.09999999997672), np.float64(270.30000000004657), np.float64(212.09999999997672), np.float64(201.40000000002328), np.float64(160.80000000004657), np.float64(165.69999999995343), np.float64(240.0), np.float64(239.0), np.float64(225.0), np.float64(94.89999999999418), np.float64(78.0), np.float64(91.70000000006985), np.float64(119.69999999995343), np.float64(89.19999999995343), np.float64(88.30000000004657), np.float64(99.0), np.float64(85.0), np.float64(76.0), np.float64(76.0), np.float64(321.9000000000233), np.float64(190.09999999997672), np.float64(339.9000000000233), np.float64(91.40000000002328), np.float64(61.29999999993015), np.float64(55.09999999997672), np.float64(595.1999999999534), np.float64(243.5999999998603), np.float64(938.8000000000466), np.float64(219.69999999995343), np.float64(340.0), np.float64(250.0), np.float64(138.0), np.float64(104.79999999998836), np.float64(76.0), np.float64(486.0), np.float64(119.90000000002328), np.float64(131.40000000002328), np.float64(329.5), np.float64(324.20000000006985), np.float64(277.30000000004657), np.float64(213.60000000009313), np.float64(135.90000000002328), np.float64(121.19999999995343), np.float64(135.70000000006985), np.float64(169.89999999990687), np.float64(88.69999999995343), np.float64(201.90000000002328), np.float64(160.0), np.float64(120.0), np.float64(128.0), np.float64(283.5999999999767), np.float64(246.20000000001164), np.float64(389.30000000004657), np.float64(234.40000000002328), np.float64(55.0), np.float64(52.0), np.float64(78.0), np.float64(114.09999999997672), np.float64(106.0), np.float64(143.09999999997672), np.float64(533.2999999999884), np.float64(223.20000000001164), np.float64(220.40000000002328), np.float64(218.20000000001164), np.float64(127.60000000000582), np.float64(88.40000000002328), np.float64(111.89999999996508), np.float64(87.79999999998836), np.float64(64.5), np.float64(263.70000000006985), np.float64(215.89999999990687), np.float64(169.5), np.float64(159.0), np.float64(68.90000000002328), np.float64(75.09999999997672), np.float64(214.29999999998836), np.float64(184.29999999998836), np.float64(208.40000000002328), np.float64(186.80000000004657), np.float64(320.19999999995343), np.float64(368.69999999995343), np.float64(210.10000000009313), np.float64(212.30000000004657), np.float64(212.69999999995343), np.float64(159.0), np.float64(105.0), np.float64(76.09999999997672), np.float64(151.5), np.float64(187.89999999990687), np.float64(175.79999999981374), np.float64(142.5), np.float64(177.0999999998603), np.float64(104.20000000001164), np.float64(71.70000000001164), np.float64(120.90000000002328), np.float64(119.29999999998836), np.float64(199.40000000002328), np.float64(97.0), np.float64(76.0), np.float64(67.39999999990687), np.float64(66.0), np.float64(69.5), np.float64(68.0), np.float64(63.0), np.float64(79.0), np.float64(58.0), np.float64(119.09999999997672), np.float64(161.09999999997672), np.float64(136.70000000006985), np.float64(160.20000000006985), np.float64(142.0), np.float64(80.0), np.float64(63.0), np.float64(77.0), np.float64(152.0), np.float64(135.0), np.float64(137.0), np.float64(112.0), np.float64(255.0), np.float64(270.0), np.float64(124.0), np.float64(152.0), np.float64(184.0), np.float64(160.0), np.float64(280.20000000006985), np.float64(287.80000000004657), np.float64(206.0), np.float64(162.0), np.float64(153.0), np.float64(158.0), np.float64(255.0), np.float64(160.0), np.float64(120.0), np.float64(129.0), np.float64(136.0), np.float64(164.09999999997672), np.float64(146.09999999997672), np.float64(124.09999999997672), np.float64(179.40000000002328), np.float64(147.09999999997672), np.float64(150.5), np.float64(354.19999999995343), np.float64(60.300000000046566), np.float64(134.0), np.float64(134.0), np.float64(130.0), np.float64(146.0), np.float64(295.70000000018626), np.float64(305.89999999990687), np.float64(336.39999999990687), np.float64(183.20000000018626), np.float64(160.0), np.float64(164.3000000002794), np.float64(205.69999999995343), np.float64(144.59999999997672), np.float64(167.0), np.float64(160.69999999995343), np.float64(240.69999999995343), np.float64(105.29999999993015), np.float64(163.90000000002328), np.float64(127.19999999995343), np.float64(167.90000000002328), np.float64(377.19999999995343), np.float64(326.89999999990687), np.float64(210.79999999981374), np.float64(372.70000000018626), np.float64(215.0), np.float64(221.0), np.float64(116.40000000002328), np.float64(104.40000000002328), np.float64(121.0), np.float64(122.0), np.float64(86.09999999997672), np.float64(160.0), np.float64(120.0), np.float64(80.0), np.float64(123.80000000001746), np.float64(107.69999999995343), np.float64(103.30000000004657), np.float64(215.10000000009313), np.float64(111.5), np.float64(121.0), np.float64(79.0), np.float64(63.0), np.float64(150.0), np.float64(252.0), np.float64(165.0), np.float64(199.0), np.float64(217.90000000002328), np.float64(190.90000000002328), np.float64(112.0), np.float64(156.0), np.float64(156.0), np.float64(301.9000000000233), np.float64(181.30000000004657), np.float64(303.20000000006985), np.float64(143.80000000004657), np.float64(128.19999999995343), np.float64(172.09999999997672), np.float64(175.89999999990687), np.float64(196.80000000004657), np.float64(100.70000000006985), np.float64(93.5), np.float64(207.4000000001397), np.float64(259.5), np.float64(218.60000000009313), np.float64(148.10000000009313), np.float64(131.5), np.float64(177.0), np.float64(168.0), np.float64(106.89999999990687), np.float64(71.09999999997672), np.float64(107.09999999997672), np.float64(99.5), np.float64(60.800000000046566), np.float64(60.4000000001397), np.float64(70.60000000009313), np.float64(65.0), np.float64(148.39999999990687), np.float64(113.5), np.float64(196.0), np.float64(64.0), np.float64(65.0), np.float64(116.0), np.float64(64.0), np.float64(240.0), np.float64(202.09999999997672), np.float64(241.19999999998254), np.float64(256.8999999999651), np.float64(180.09999999997672), np.float64(215.0), np.float64(202.29999999993015), np.float64(232.39999999990687), np.float64(200.0), np.float64(407.0), np.float64(134.19999999995343), np.float64(143.80000000004657), np.float64(137.9000000001397), np.float64(116.4000000001397), np.float64(108.60000000009313), np.float64(151.70000000018626), np.float64(236.0), np.float64(182.19999999995343), np.float64(193.20000000006985), np.float64(183.0), np.float64(172.0), np.float64(155.0), np.float64(178.80000000004657), np.float64(125.5999999998603), np.float64(128.29999999981374), np.float64(98.0), np.float64(103.0), np.float64(98.5), np.float64(75.0), np.float64(159.29999999981374), np.float64(135.89999999990687), np.float64(162.90000000002328), np.float64(272.10000000009313), np.float64(114.80000000004657), np.float64(93.0), np.float64(89.69999999995343), np.float64(102.69999999995343), np.float64(143.0), np.float64(150.0), np.float64(168.0), np.float64(115.5), np.float64(243.20000000018626), np.float64(85.79999999981374), np.float64(108.19999999995343), np.float64(228.80000000004657), np.float64(207.70000000006985), np.float64(89.30000000004657), np.float64(95.90000000002328), np.float64(156.69999999995343), np.float64(200.19999999995343), np.float64(127.5), np.float64(121.30000000004657), np.float64(239.0), np.float64(125.0), np.float64(521.0), np.float64(140.0), np.float64(235.60000000009313), np.float64(197.5), np.float64(285.39999999990687), np.float64(327.89999999990687), np.float64(303.80000000004657), np.float64(189.5), np.float64(112.5), np.float64(92.5), np.float64(112.60000000009313), np.float64(112.0), np.float64(241.0), np.float64(128.0), np.float64(105.0), np.float64(112.0), np.float64(1153.0), np.float64(134.29999999998836), np.float64(122.19999999995343), np.float64(90.60000000009313), np.float64(210.0), np.float64(210.19999999995343), np.float64(119.4000000001397), np.float64(71.4000000001397), np.float64(92.10000000009313), np.float64(86.30000000004657), np.float64(208.0), np.float64(196.39999999990687), np.float64(110.89999999990687), np.float64(175.5), np.float64(161.19999999995343), np.float64(80.5999999998603), np.float64(238.70000000018626), np.float64(60.60000000009313), np.float64(136.10000000009313), np.float64(352.19999999995343), np.float64(291.80000000004657), np.float64(399.89999999990687), np.float64(366.39999999990687), np.float64(73.0), np.float64(81.0), np.float64(77.0), np.float64(64.0), np.float64(204.5), np.float64(153.0), np.float64(185.39999999990687), np.float64(230.5), np.float64(359.60000000009313), np.float64(146.80000000004657), np.float64(209.9000000001397), np.float64(186.80000000004657), np.float64(59.200000000186265), np.float64(76.09999999962747), np.float64(179.8000000002794), np.float64(224.0), np.float64(227.0), np.float64(829.0), np.float64(207.0), np.float64(152.0), np.float64(80.0), np.float64(81.0), np.float64(72.0), np.float64(75.5999999998603), np.float64(60.0), np.float64(191.4000000001397), np.float64(205.69999999995343), np.float64(190.0), np.float64(189.0), np.float64(218.0), np.float64(368.20000000018626), np.float64(219.5), np.float64(478.79999999981374), np.float64(438.29999999981374), np.float64(174.0), np.float64(345.5), np.float64(204.70000000018626), np.float64(341.80000000074506), np.float64(68.0), np.float64(73.0), np.float64(79.60000000009313), np.float64(271.4000000001397), np.float64(202.0), np.float64(301.39999999990687), np.float64(94.69999999995343), np.float64(86.89999999990687), np.float64(95.19999999995343), np.float64(274.0), np.float64(233.0), np.float64(134.0), np.float64(77.5), np.float64(115.89999999990687), np.float64(84.39999999990687), np.float64(58.40000000037253), np.float64(165.10000000000582), np.float64(133.69999999998254), np.float64(131.80000000001746), np.float64(231.70000000018626), np.float64(152.10000000009313), np.float64(215.89999999990687), np.float64(855.0), np.float64(386.0), np.float64(192.0), np.float64(274.0), np.float64(196.10000000009313), np.float64(151.70000000018626), np.float64(219.59999999962747), np.float64(167.60000000009313), np.float64(135.60000000009313), np.float64(151.8000000002794), np.float64(164.3000000002794), np.float64(218.0), np.float64(148.0), np.float64(107.5999999998603), np.float64(55.699999999953434), np.float64(178.20000000018626), np.float64(104.10000000009313), np.float64(93.30000000004657), np.float64(142.30000000004657), np.float64(56.89999999990687), np.float64(68.60000000009313), np.float64(83.5), np.float64(349.90000000037253), np.float64(451.29999999981374), np.float64(135.20000000018626), np.float64(121.30000000004657), np.float64(175.5), np.float64(141.29999999981374), np.float64(194.6999999997206), np.float64(78.0), np.float64(133.70000000018626), np.float64(92.10000000009313), np.float64(183.89999999990687), np.float64(103.5), np.float64(90.60000000009313), np.float64(102.69999999995343), np.float64(122.0), np.float64(207.0), np.float64(321.0), np.float64(130.0), np.float64(121.0), np.float64(111.0), np.float64(224.0), np.float64(159.0), np.float64(624.0), np.float64(327.3999999994412), np.float64(254.5), np.float64(637.4000000003725), np.float64(408.60000000009313), np.float64(165.80000000004657), np.float64(232.20000000018626), np.float64(229.10000000009313), np.float64(91.29999999981374), np.float64(164.89999999990687), np.float64(107.30000000004657), np.float64(192.0), np.float64(144.0), np.float64(162.69999999995343), np.float64(210.60000000009313), np.float64(137.0), np.float64(185.30000000004657), np.float64(111.69999999995343), np.float64(119.90000000002328), np.float64(112.29999999993015), np.float64(75.39999999990687), np.float64(60.199999999953434), np.float64(92.10000000009313), np.float64(228.5999999998603), np.float64(127.69999999995343), np.float64(116.30000000004657), np.float64(103.9000000001397), np.float64(68.69999999995343), np.float64(104.0), np.float64(108.19999999995343), np.float64(60.4000000001397), np.float64(148.10000000009313), np.float64(207.19999999995343), np.float64(307.0), np.float64(325.19999999995343), np.float64(281.0999999998603), np.float64(427.0), np.float64(163.0), np.float64(158.5), np.float64(174.79999999981374), np.float64(944.0999999998603), np.float64(467.20000000018626), np.float64(479.5), np.float64(87.79999999993015), np.float64(337.1000000005588), np.float64(292.5), np.float64(1150.5999999996275), np.float64(263.70000000018626), np.float64(200.10000000009313), np.float64(127.80000000004657), np.float64(288.0), np.float64(344.0999999998603), np.float64(201.6999999997206), np.float64(151.60000000009313), np.float64(138.8000000002794), np.float64(214.5999999998603), np.float64(138.80000000004657), np.float64(202.80000000004657), np.float64(182.39999999990687), np.float64(90.10000000009313), np.float64(101.60000000009313), np.float64(79.5), np.float64(128.20000000018626), np.float64(1531.7999999998137), np.float64(53.0), np.float64(233.3000000002794), np.float64(154.89999999990687), np.float64(167.39999999990687), np.float64(171.60000000009313), np.float64(302.0), np.float64(314.89999999990687), np.float64(369.19999999995343), np.float64(121.39999999990687), np.float64(91.4000000001397), np.float64(106.30000000004657), np.float64(98.0), np.float64(153.70000000018626), np.float64(115.20000000018626), np.float64(110.10000000009313), np.float64(180.0), np.float64(585.2000000001863), np.float64(250.70000000018626), np.float64(100.8000000002794), np.float64(249.0), np.float64(158.3000000002794), np.float64(222.6999999997206), np.float64(160.89999999990687), np.float64(77.9000000001397), np.float64(252.5), np.float64(153.4000000001397), np.float64(361.30000000004657), np.float64(184.89999999990687), np.float64(128.1999999997206), np.float64(131.0), np.float64(166.1999999997206), np.float64(135.20000000018626), np.float64(179.0), np.float64(164.0), np.float64(120.0), np.float64(134.0), np.float64(89.5), np.float64(74.29999999981374), np.float64(152.0), np.float64(472.39999999990687), np.float64(160.10000000009313), np.float64(248.10000000009313), np.float64(208.0), np.float64(118.89999999990687), np.float64(229.60000000009313), np.float64(194.30000000004657), np.float64(564.0999999996275), np.float64(273.6000000005588), np.float64(469.20000000018626), np.float64(275.70000000018626), np.float64(83.0), np.float64(184.0), np.float64(153.89999999996508), np.float64(236.0), np.float64(150.59999999997672), np.float64(121.60000000003492), np.float64(84.0), np.float64(73.0), np.float64(83.0), np.float64(75.39999999990687), np.float64(77.0), np.float64(65.89999999990687), np.float64(278.39999999990687), np.float64(128.89999999990687), np.float64(210.89999999990687), np.float64(105.10000000009313), np.float64(110.6999999997206), np.float64(127.3000000002794), np.float64(223.1999999997206), np.float64(91.0), np.float64(75.0), np.float64(71.0), np.float64(78.0), np.float64(74.79999999981374), np.float64(104.10000000009313), np.float64(88.0999999998603), np.float64(167.0), np.float64(119.0), np.float64(112.5), np.float64(133.0), np.float64(118.5), np.float64(99.6999999997206), np.float64(116.79999999981374), np.float64(106.39999999990687), np.float64(119.0), np.float64(158.0), np.float64(262.70000000018626), np.float64(220.5), np.float64(136.10000000009313), np.float64(114.0), np.float64(123.6999999997206), np.float64(123.90000000037253), np.float64(119.60000000009313), np.float64(194.0), np.float64(121.0), np.float64(211.0), np.float64(75.80000000004657), np.float64(76.39999999990687), np.float64(76.89999999990687), np.float64(179.30000000004657), np.float64(103.60000000009313), np.float64(128.19999999995343), np.float64(127.69999999995343), np.float64(101.80000000004657), np.float64(371.80000000004657), np.float64(259.30000000004657), np.float64(101.0), np.float64(88.0), np.float64(78.0), np.float64(92.0), np.float64(264.60000000009313), np.float64(275.5), np.float64(153.70000000018626), np.float64(439.4000000001397), np.float64(103.5), np.float64(95.39999999990687), np.float64(112.0), np.float64(96.0), np.float64(116.29999999981374), np.float64(103.79999999981374), np.float64(201.0), np.float64(144.10000000009313), np.float64(104.0), np.float64(176.0), np.float64(524.6000000000931), np.float64(252.60000000009313), np.float64(123.39999999990687), np.float64(178.5), np.float64(149.89999999990687)]",117782.90000000427,0.0029850746268656717,181.48366718028393,150.5,52.40000000002328,0.0014925373134328358,c,2
rs,200,0,"defaultdict(<class 'int'>, {})","[np.float64(233.0), np.float64(55.599999999998545), np.float64(232.5), np.float64(528.2000000000116), np.float64(235.5), np.float64(211.19999999995343), np.float64(244.90000000002328), np.float64(214.0), np.float64(202.39999999990687), np.float64(101.39999999990687), np.float64(787.3999999999069), np.float64(157.0999999998603), np.float64(99.39999999990687), np.float64(179.89999999990687), np.float64(155.80000000004657), np.float64(221.29999999998836), np.float64(215.89999999990687), np.float64(136.8000000002794), np.float64(204.3000000002794), np.float64(132.5), np.float64(159.39999999996508), np.float64(178.80000000004657), np.float64(114.5), np.float64(90.10000000009313), np.float64(454.79999999993015), np.float64(235.20000000006985), np.float64(200.59999999997672), np.float64(85.70000000001164), np.float64(96.10000000003492), np.float64(93.29999999998836), np.float64(95.90000000002328), np.float64(83.79999999993015), np.float64(119.79999999998836), np.float64(109.79999999998836), np.float64(516.6999999999534), np.float64(164.90000000002328), np.float64(135.20000000001164), np.float64(88.70000000001164), np.float64(53.09999999997672), np.float64(539.5999999999767), np.float64(219.89999999990687), np.float64(204.5), np.float64(192.59999999997672), np.float64(119.40000000002328), np.float64(185.59999999997672), np.float64(182.09999999997672), np.float64(728.1000000000931), np.float64(369.70000000018626), np.float64(631.8000000002794), np.float64(298.4000000000233), np.float64(245.5), np.float64(242.19999999995343), np.float64(250.79999999998836), np.float64(216.09999999997672), np.float64(289.4000000000233), np.float64(233.60000000009313), np.float64(176.60000000009313), np.float64(244.20000000018626), np.float64(125.0999999998603), np.float64(285.0), np.float64(255.0), np.float64(284.0), np.float64(269.0), np.float64(89.40000000002328), np.float64(219.0), np.float64(207.0), np.float64(174.0), np.float64(202.0), np.float64(295.0), np.float64(178.60000000009313), np.float64(124.30000000004657), np.float64(241.5999999998603), np.float64(200.89999999990687), np.float64(120.1999999997206), np.float64(195.10000000009313), np.float64(271.30000000004657), np.float64(233.10000000009313), np.float64(85.19999999998254), np.float64(184.20000000006985), np.float64(215.79999999993015), np.float64(225.09999999997672), np.float64(237.10000000009313), np.float64(173.79999999981374), np.float64(214.59999999962747), np.float64(201.89999999990687), np.float64(157.5999999998603), np.float64(210.0), np.float64(195.0), np.float64(210.0), np.float64(351.19999999995343), np.float64(210.60000000009313), np.float64(205.89999999990687), np.float64(136.70000000006985), np.float64(142.5), np.float64(244.69999999995343), np.float64(200.5999999998603), np.float64(212.60000000009313), np.float64(206.80000000004657), np.float64(241.70000000018626), np.float64(328.30000000004657), np.float64(95.19999999995343), np.float64(102.80000000004657), np.float64(143.69999999995343), np.float64(151.19999999995343), np.float64(152.39999999990687), np.float64(405.4000000001397), np.float64(196.9000000001397), np.float64(223.19999999995343), np.float64(136.69999999995343), np.float64(163.29999999981374), np.float64(178.69999999995343), np.float64(144.5), np.float64(375.39999999990687), np.float64(281.39999999990687), np.float64(357.60000000009313), np.float64(223.8000000002794), np.float64(266.80000000004657), np.float64(220.80000000004657), np.float64(244.80000000004657), np.float64(176.19999999995343), np.float64(129.9000000001397), np.float64(239.79999999981374), np.float64(234.19999999995343), np.float64(144.29999999981374), np.float64(89.5), np.float64(149.39999999990687), np.float64(207.0), np.float64(276.29999999981374), np.float64(266.5999999998603), np.float64(89.4000000001397), np.float64(247.0), np.float64(161.0), np.float64(80.0), np.float64(260.29999999981374), np.float64(246.39999999990687), np.float64(222.89999999990687), np.float64(253.60000000009313), np.float64(194.6999999997206), np.float64(171.89999999990687), np.float64(218.59999999962747), np.float64(143.59999999997672), np.float64(79.5), np.float64(198.90000000002328), np.float64(143.19999999995343), np.float64(105.19999999995343), np.float64(72.0), np.float64(111.40000000002328), np.float64(145.30000000004657), np.float64(136.69999999995343), np.float64(337.0), np.float64(120.29999999993015), np.float64(80.19999999995343), np.float64(312.5999999999767), np.float64(168.30000000004657), np.float64(136.10000000009313), np.float64(199.9000000001397), np.float64(295.80000000004657), np.float64(210.69999999995343), np.float64(270.0999999998603), np.float64(311.69999999995343), np.float64(363.19999999995343), np.float64(103.60000000000582), np.float64(278.79999999981374), np.float64(222.6999999997206), np.float64(394.0), np.float64(384.0), np.float64(180.0), np.float64(167.0), np.float64(376.0), np.float64(241.0), np.float64(231.5), np.float64(210.10000000009313), np.float64(268.5), np.float64(348.0), np.float64(120.0), np.float64(129.0), np.float64(254.0), np.float64(89.60000000009313), np.float64(145.3000000002794), np.float64(503.29999999981374), np.float64(363.5), np.float64(525.0999999996275), np.float64(371.20000000018626), np.float64(1381.2000000001863), np.float64(189.29999999981374), np.float64(112.0), np.float64(128.0), np.float64(136.0), np.float64(120.10000000009313), np.float64(122.5), np.float64(134.9000000001397), np.float64(90.0), np.float64(78.0), np.float64(220.0), np.float64(140.0), np.float64(256.0), np.float64(255.0), np.float64(285.0), np.float64(104.30000000004657), np.float64(180.79999999981374)]",43861.69999999788,0.0,219.3084999999894,202.19999999995343,58.0,0.0,,0
vr,55,0,"defaultdict(<class 'int'>, {})","[np.float64(222.0), np.float64(159.30000000001746), np.float64(141.5), np.float64(78.60000000009313), np.float64(169.39999999990687), np.float64(230.20000000001164), np.float64(269.5999999998603), np.float64(224.89999999990687), np.float64(136.69999999995343), np.float64(78.90000000002328), np.float64(101.30000000004657), np.float64(220.89999999990687), np.float64(171.90000000002328), np.float64(186.09999999997672), np.float64(200.90000000002328), np.float64(232.59999999997672), np.float64(200.59999999997672), np.float64(206.89999999996508), np.float64(129.5), np.float64(136.29999999998836), np.float64(336.0999999999767), np.float64(183.0), np.float64(159.80000000004657), np.float64(188.0), np.float64(217.89999999999418), np.float64(251.5), np.float64(410.70000000018626), np.float64(256.89999999990687), np.float64(264.4000000000233), np.float64(176.89999999990687), np.float64(105.80000000004657), np.float64(139.9000000001397), np.float64(87.89999999990687), np.float64(175.9000000001397), np.float64(272.5), np.float64(331.79999999981374), np.float64(306.89999999990687), np.float64(575.2000000001863), np.float64(207.79999999993015), np.float64(103.5), np.float64(111.79999999993015), np.float64(136.19999999995343), np.float64(115.70000000018626), np.float64(147.30000000004657), np.float64(296.0), np.float64(413.39999999990687), np.float64(239.39999999990687), np.float64(450.0), np.float64(210.0), np.float64(254.0), np.float64(330.0), np.float64(285.0), np.float64(300.0)]",11539.299999999697,0.0,217.72264150942826,206.89999999996508,62.699999999895226,0.0,,0
es,147,1,"defaultdict(<class 'int'>, {'v': 2})","[np.float64(136.5), np.float64(454.8999999999942), np.float64(352.79999999998836), np.float64(371.1000000000058), np.float64(428.79999999981374), np.float64(340.89999999990687), np.float64(213.1999999997206), np.float64(233.89999999990687), np.float64(267.3999999999651), np.float64(112.70000000001164), np.float64(87.70000000001164), np.float64(71.70000000001164), np.float64(223.09999999997672), np.float64(190.29999999998836), np.float64(192.29999999998836), np.float64(147.60000000003492), np.float64(207.79999999998836), np.float64(206.39999999990687), np.float64(267.79999999993015), np.float64(74.70000000006985), np.float64(253.0), np.float64(225.0), np.float64(111.0), np.float64(152.0), np.float64(104.0), np.float64(373.0), np.float64(445.90000000037253), np.float64(331.0), np.float64(285.0), np.float64(257.0), np.float64(405.0), np.float64(132.0), np.float64(168.0), np.float64(158.0), np.float64(139.0), np.float64(131.80000000004657), np.float64(315.40000000037253), np.float64(306.10000000009313), np.float64(245.5), np.float64(231.80000000004657), np.float64(216.0), np.float64(212.89999999990687), np.float64(306.60000000009313), np.float64(226.29999999993015), np.float64(288.0999999999767), np.float64(192.8000000002794), np.float64(178.5), np.float64(225.1999999997206), np.float64(178.60000000009313), np.float64(346.1999999997206), np.float64(279.89999999990687), np.float64(335.6999999997206), np.float64(117.80000000004657), np.float64(95.19999999995343), np.float64(90.79999999993015), np.float64(57.59999999997672), np.float64(73.59999999997672), np.float64(116.59999999997672), np.float64(82.60000000009313), np.float64(91.70000000018626), np.float64(247.70000000018626), np.float64(194.89999999990687), np.float64(373.9000000001397), np.float64(184.0), np.float64(283.0), np.float64(238.5), np.float64(268.30000000004657), np.float64(121.80000000004657), np.float64(232.0), np.float64(120.0999999998603), np.float64(287.9000000001397), np.float64(190.80000000004657), np.float64(247.5), np.float64(467.0), np.float64(134.0), np.float64(317.0), np.float64(319.10000000009313), np.float64(239.0), np.float64(329.0), np.float64(176.40000000002328), np.float64(113.40000000002328), np.float64(103.09999999997672), np.float64(242.39999999990687), np.float64(194.10000000009313), np.float64(318.0999999998603), np.float64(212.20000000018626), np.float64(166.0), np.float64(181.0), np.float64(164.0), np.float64(61.89999999999418), np.float64(105.0), np.float64(166.5999999998603), np.float64(157.30000000004657), np.float64(204.5), np.float64(102.90000000002328), np.float64(72.40000000002328), np.float64(81.20000000006985), np.float64(128.30000000004657), np.float64(225.0999999998603), np.float64(212.10000000009313), np.float64(312.5), np.float64(207.0), np.float64(209.0), np.float64(215.0), np.float64(194.0), np.float64(194.0), np.float64(311.0), np.float64(218.0), np.float64(203.0), np.float64(212.29999999998836), np.float64(157.5), np.float64(271.39999999990687), np.float64(191.0), np.float64(157.29999999981374), np.float64(192.5), np.float64(509.5), np.float64(237.89999999990687), np.float64(306.20000000018626), np.float64(515.1000000000931), np.float64(274.19999999995343), np.float64(235.30000000004657), np.float64(278.5), np.float64(265.79999999981374), np.float64(101.69999999995343), np.float64(73.69999999995343), np.float64(100.70000000018626), np.float64(141.89999999990687), np.float64(165.1999999997206), np.float64(173.60000000009313), np.float64(200.20000000018626), np.float64(54.39999999990687), np.float64(310.10000000009313), np.float64(230.60000000009313), np.float64(224.19999999995343), np.float64(153.10000000009313), np.float64(114.9000000001397), np.float64(112.39999999990687), np.float64(128.30000000004657), np.float64(135.30000000004657), np.float64(190.60000000009313), np.float64(210.0999999998603), np.float64(401.70000000018626), np.float64(184.5), np.float64(280.5)]",30803.00000000032,0.006802721088435374,213.90972222222445,206.69999999995343,66.15000000002328,0.006802721088435374,v,2
wr,132,0,"defaultdict(<class 'int'>, {})","[np.float64(113.59999999999854), np.float64(194.0), np.float64(182.0), np.float64(223.0), np.float64(210.0), np.float64(100.29999999998836), np.float64(172.0), np.float64(120.0), np.float64(104.0), np.float64(117.29999999998836), np.float64(200.0), np.float64(210.89999999999418), np.float64(214.0), np.float64(218.0), np.float64(129.0), np.float64(451.0), np.float64(237.0), np.float64(82.0), np.float64(69.19999999998254), np.float64(62.0), np.float64(100.0), np.float64(79.0), np.float64(213.0), np.float64(111.89999999990687), np.float64(115.0), np.float64(221.0), np.float64(218.0), np.float64(136.80000000004657), np.float64(242.0), np.float64(246.90000000002328), np.float64(197.90000000002328), np.float64(244.79999999998836), np.float64(225.79999999998836), np.float64(220.0), np.float64(215.0), np.float64(246.0), np.float64(387.4000000000233), np.float64(780.3000000000466), np.float64(95.60000000009313), np.float64(63.09999999997672), np.float64(76.09999999997672), np.float64(76.20000000001164), np.float64(181.0), np.float64(136.0), np.float64(255.0), np.float64(84.0), np.float64(109.0), np.float64(92.0), np.float64(455.0), np.float64(137.0), np.float64(136.0), np.float64(136.0), np.float64(128.0), np.float64(193.0), np.float64(131.0), np.float64(120.0), np.float64(216.0), np.float64(108.0), np.float64(439.0), np.float64(125.0), np.float64(262.0), np.float64(147.0), np.float64(202.0), np.float64(277.0), np.float64(238.90000000002328), np.float64(210.0), np.float64(232.90000000002328), np.float64(80.0), np.float64(112.0), np.float64(104.0), np.float64(120.0), np.float64(206.0), np.float64(236.0), np.float64(206.5), np.float64(263.0), np.float64(166.79999999993015), np.float64(226.19999999995343), np.float64(153.09999999997672), np.float64(199.70000000006985), np.float64(223.79999999993015), np.float64(323.5), np.float64(259.5), np.float64(316.19999999995343), np.float64(391.0), np.float64(143.0), np.float64(231.0), np.float64(321.9000000000233), np.float64(225.69999999995343), np.float64(235.29999999993015), np.float64(163.0), np.float64(161.0), np.float64(195.0), np.float64(202.0), np.float64(93.20000000006985), np.float64(126.39999999990687), np.float64(200.0), np.float64(128.0), np.float64(344.0), np.float64(208.89999999990687), np.float64(194.0999999998603), np.float64(93.0), np.float64(95.69999999995343), np.float64(156.0), np.float64(51.60000000009313), np.float64(333.79999999993015), np.float64(143.39999999990687), np.float64(180.30000000004657), np.float64(205.5), np.float64(120.0), np.float64(306.0), np.float64(610.8000000000466), np.float64(329.30000000004657), np.float64(74.90000000002328), np.float64(75.90000000002328), np.float64(81.0), np.float64(82.0), np.float64(137.0), np.float64(136.10000000009313), np.float64(450.5), np.float64(133.30000000004657), np.float64(140.80000000004657), np.float64(166.69999999995343), np.float64(270.19999999995343), np.float64(145.69999999995343), np.float64(86.0999999998603), np.float64(88.0), np.float64(112.0999999998603), np.float64(91.39999999999418)]",24328.7999999994,0.0,190.0687499999953,176.15000000002328,56.45000000001164,0.0,,0
