ff,dd
ff,ss
dd,ss
dd,aa
ss,aa
fr,fv
de,dc
sw,sx
aq,az
aw,qs
qx,zw
cr,ev
fr,de
fv,dc
sw,aq
sx,az
fv,fd
aq,sa
az,sa
fr,dr
de,se
de,wd
sw,aw
aq,qs
zq,aq
sx,xw
dc,ce
xe,ce
zw,xw
zw,zq
xr,vr
xr,xw
ze,ce
ze,zq
ev,wv
dd,ff
ss,ff
ss,dd
aa,dd
aa,ss
fv,fr
dc,de
sx,sw
az,aq
qs,aw
zw,qx
ev,cr
de,fr
dc,fv
aq,sw
az,sx
fd,fv
sa,aq
sa,az
dr,fr
se,de
wd,de
aw,sw
qs,aq
aq,zq
xw,sx
ce,dc
ce,xe
xw,zw
zq,zw
vr,xr
xw,xr
ce,ze
zq,ze
wv,ev
