ff,dd
ff,ss
dd,ss
dd,aa
ss,aa
fr,fv
de,dc
sw,sx
aq,az
aw,qs
qx,zw
cr,ev
fr,de
fv,dc
sw,aq
sx,az
fv,fd
aq,sa
az,sa
fr,dr
de,se
de,wd
sw,aw
aq,qs
zq,aq
sx,xw
dc,ce
xe,ce
zw,xw
zw,zq
xr,vr
xr,xw
ze,ce
ze,zq
ev,wv
wc,qc
cr,xr
xe,ze
df,fd
sf,fs
af,fa
sd,ds
ad,da
as,sa
qf,fq
wd,dw
qs,sq
dr,rd
ar,ra
se,es
aw,wa
ev,ve
qv,vq
wc,cw
qx,xq
cr,rc
zr,rz
xe,ex
zw,wz
fg,fr
ft,fr
fb,fv
ft,fg
fb,fg
qs,sa
qd,ae
qc,ze
xr,wv
xe,wc
zt,qb
